"alavancagem","capital","ebitida","empregados","fundos","rendimentos","renteco","rentfin","resvendas"
39.402,62.4,4.81071894141915,17,288.70851,1854.99049,2.036,5.175,0.602210200903917
6.306,601,1.22708449346393,12,1569.72959,1840.04472,-0.696,-0.908,-0.605318417149029
48.676,180.30363,2.89057837761158,24,568.97691,1827.34141,4.067,9.272,2.0750961838377
532.399,9.08,2.09018807766192,15,41.72799,1809.01228,2.019,41.597,0.611854331911998
137.996,60.103,8.5668533923287,52,508.54956,1805.60613,0.872,2.907,0.614091845157836
234.873,169.2,6.6079710831787,17,202.96067,1799.93781,2.185,9.916,0.73151360712846
1128.425,3.02,13.6002667715104,20,62.40583,1798.33296,0.622,17.414,0.453229751180226
112.405,90,6.45354285409183,11,216.86835,1795.36578,-0.052,-0.355,-0.0429433382650303
93.964,282,8.20574938023584,11,375.36775,1779.21526,3.449,8.122,1.17867496485094
130.274,60,11.3694564148482,8,254.20228,1759.47374,9.578,37.27,4.13092894469684
161.475,92.3,8.11446817255654,6,132.36588,1746.06654,4.084,26.596,1.51253142610905
87.719,96.32093,9.99218377679773,15,718.86342,1693.93832,3.696,7.967,2.45646488474267
162.483,3.12496,11.3203328268766,16,702.88144,1686.77014,1.25,4.658,1.64818440947669
11.968,168,4.24581019567752,8,276.32642,1670.24447,6.253,23.282,2.88858971645031
0.651,3.00506,3.16446704810413,3,298.92386,1662.47612,5.887,13.438,1.90178370802704
12.791,4.146979,30.5250153044565,18,1559.38272,1638.825669,18.906,25.306,18.4022303698598
76.665,60.10121,6.24023571329421,19,1308.16268,1627.90309,-2.426,-4.925,-3.09652707889387
82.417,60,17.5109894407691,11,449.34611,1627.07779,16.86,40.92,8.57970718167077
227.238,90.15182,6.47361478400509,5,107.27272,1567.91288,5.894,55.918,2.86933225524622
37.017,63,9.63749670626353,2,255.41214,1566.19239,9.943,29.863,3.64741971450902
18.934,49.5835,8.56881583389085,21,602.42388,1563.05132,2.413,4.913,1.40206400900516
1678.685,3.00506,4.41502926553447,15,37.33687,1556.99021,3.34,101.478,1.47062907148211
359.658,29.449,2.19674004840107,9,96.69258,1543.51126,1.517,14.251,0.639297571434626
42.299,130.18,12.3277426044747,6,298.85064,1527.03996,19.077,45.831,6.78810199311038
75.658,60,-2.21628019798735,4,107.86537,1525.56,-5.129,-32.602,-2.30550234372439
284.645,60,10.5616859040354,12,271.84031,1508.40709,3.63,16.536,1.94698567745396
100.818,3.1,23.0590258582248,19,382.98407,1498.17864,18.667,48.357,9.32887349134814
47.133,60.2,8.71910898674772,6,463.10702,1496.72656,2.9,7.581,1.75929596652578
977.416,3.006,7.65468395169207,27,85.63541,1484.05683,2.344,38.303,2.21024487316972
222.653,3.1,5.37257744083724,14,151.18205,1469.84852,1.086,5.251,0.359241100572731
43.4,153.0146,3.66482912473736,15,869.11722,1451.10756,1.081,2.955,1.33059264949656
19.141,597,19.4501103569996,1,943.9458,1450.20788,9.699,13.676,6.50525576767962
223.033,90,18.107778578773,8,184.44804,1446.90023,3.605,17.042,1.63186075188418
756.129,60.122,5.63720074453586,8,72.32333,1439.109829,1.077,13.198,0.444821849463576
136.295,20,11.0157174032478,50,173.16409,1437.00137,11.531,52.925,4.19922146629547
405.343,18,8.40978481427467,12,113.18003,1424.77741,7.132,41.103,2.31883540539686
107.48,6.01,7.99326147510359,13,226.61685,1423.56972,1.924,6.799,0.764960777614742
3002.002,60.70222,9.8916103597525,14,76.98065,1397.200079,2.411,88.33,3.67027159391771
203.228,3.006,22.9533846749711,11,367.15569,1375.43331,1.492,5.143,1.04182745382845
732.754,29.5,5.47681352770898,10,72.5065,1357.36781,1.229,16.056,0.598231511890505
72.666,49.02,9.35510998389706,20,169.63425,1353.37403,7.972,30.878,2.78966487926475
42.705,60,1.27427614761651,6,74.53446,1352.66305,0.871,5.813,0.240267850177687
173.392,74.1,8.13589676484303,16,333.13032,1335.89994,0.536,1.755,0.328578501171278
195.544,66,6.25251739120189,10,93.96159,1330.32065,1.442,7.217,0.330630062759681
608.255,25.1,13.1058364191232,13,71.97956,1320.72883,1.626,15.086,0.554362851305366
96.608,280.5,14.7529118356866,10,605.33651,1319.10345,4.81,11.176,3.84711676707388
0.451,42.098,23.5871571148347,3,646.35787,1303.71096,34.871,40.258,15.350310755255
151.635,43.3,12.6879353393301,18,693.55392,1292.29221,1.39,3.884,1.5636548640961
6.735,103,14.9893730927813,23,696.91915,1290.04608,15.931,20.094,8.09714099514957
1141.43,6.01012,11.96573500909,16,206.7111,1290.028529,2.41,33.138,4.09611854598463
85.203,220.00506,4.47482132393471,28,517.37675,1288.8128,1.52,4.043,1.12293499878338
19.081,64,17.842370620566,9,363.22148,1256.498,29.499,51.725,11.2143839464926
72.946,60.008,8.12274163836725,3,184.55571,1250.50278,8.426,29.954,2.96925369490182
215.974,240,7.63709476284243,5,265.31881,1245.19128,1.173,4.557,0.683121888410815
123.476,60,3.47704456073454,6,161.78333,1244.49344,1.25,6.445,0.628959337293979
25.169,100,6.77101106008214,21,135.11066,1235.888559,7.922,30.572,2.84970116887577
363.144,35.5,15.6233613052931,8,172.66225,1230.41909,4.698,28.32,2.98233506763943
132.536,46,10.8714284704878,5,115.81648,1203.28469,21.345,88.836,6.25578807757643
36.394,63,12.0139693166951,8,207.55722,1191.17351,22.159,56.612,7.39832940039105
1017.599,19,9.42431712081841,8,53.56766,1177.67355,1.792,34.606,1.11885420199851
281.792,60.146,10.7405052896951,9,173.60084,1172.45415,1.821,8.477,0.941476474794345
25.981,154.457,4.96631208051423,15,237.92392,1170.02228,4.904,9.934,1.51512327166355
99.246,6.01012,0.185999375310186,17,321.37681,1144.10704,0.045,0.197,0.044810902139517
271.235,15,2.88117429264499,3,44.30005,1124.12047,15.323,65.565,1.85760962079091
372.971,24,13.1047743901932,9,155.91905,1112.53475,2.724,18.01,2.05600409335529
119.769,59,9.88769405398176,7,159.46861,1106.522,11.665,47.146,4.93326567388629
2775.88,156,11.2849958686165,19,21.51037,1096.13403,5.245,221.449,4.34569119252688
-155.907,208,6.23740343211007,14,-145.55042,1088.88291,9.769,-24.93,3.33241982831744
579.098,27,14.8390665108519,11,76.97265,1086.22109,3.14,30.987,1.52779743946971
214.521,9,6.53521357553144,11,132.80856,1057.32817,4.159,20.795,1.87823204902486
20.795,44,5.84863377307146,2,85.16801,1051.3151,0.434,1.539,0.093509548183984
478.594,89,15.1200767750147,12,122.53113,1049.363,2.732,20.452,1.68985864242702
181.112,61.46,6.21048260949396,9,200.1425,1042.31642,5.471,24.739,3.5627741525937
4.245,55,4.15380515622384,2,70.4061,1041.259559,13.34,29.175,1.47961493112896
44.243,32,8.37560495327484,1,156.21739,1036.42815,10.589,34.947,3.99140521161763
7063,60.40171,4.30262591020878,9,3.79615,1025.03543,2.496,409.558,1.26778056832631
161.553,60,4.82065367335077,5,177.964,1016.61296,1.601,6.616,1.15828053185551
140.167,224.25,-1.76735620385638,18,190.26178,999.33166,-3.767,-13.871,-2.64100006538392
22.074,270.4545,17.5632676668561,11,693.56534,998.961519,9.746,13.744,6.53376422622135
51.9,6.01012,13.0543076668347,9,256.92976,997.85874,1.46,6.109,1.14363281520188
62.445,77,13.8141663830474,6,164.55721,993.09502,17.99,41,5.01519006119379
528.484,24,15.9987411019899,8,74.52492,988.22938,7.141,53.838,3.08839431590265
18.338,25.5,6.16475410492165,4,121.33167,970.71463,14.723,25.483,2.38888745294794
61.868,960,6.11649353232143,6,413.82193,942.67271,5.135,11.374,5.00252454264723
690.385,3.00506,6.06518009629956,13,61.02929,927.303049,1.034,10.642,0.515561983898452
287.276,222,14.3805626474186,8,284.42922,926.87993,0.923,4.178,0.961633725308951
180.274,28,7.93142157729684,10,140.89061,923.97459,9.547,41.913,4.79338073571915
114.477,240.52504,74.1108209436089,2,4995.71993,918.12104,4.186,9.229,38.2340274001345
526.019,70,14.2305899296087,12,118.21341,884.84703,-1.477,-12.487,-3.36399525217769
0.086,214.8,1.82666530218288,6,485.07102,882.97128,0.724,1.288,0.578621311442882
256.2,89.3,18.2378414629169,6,34.16523,871.97353,47.517,404.18,11.5208749513302
7.133,122.60808,8.70254781632965,9,351.54738,866.44511,2.49,3.278,0.189602316527587
199.05,80,16.1754058370987,7,147.44558,853.19578,2.322,8.584,1.06918484758563
367.19,3.00506,1.06038349692444,22,43.21476,835.67502,-5.993,-51.427,-2.06389321054493
23.964,60.10121,21.4588555221853,8,446.74632,830.89352,8.084,16.072,6.71042181193085
144.546,20,8.8444279508364,7,109.58629,826.63673,4.643,19.49,1.93788025847823
443.52,45.01,4.80468735993289,9,46.64778,815.2997,1.722,13.804,0.731238353317632
204.357,23.006,12.7794490743412,6,129.44322,811.79156,9.239,38.388,4.78765386523605
22.52,407.48,17.6116541012775,9,568.84052,809.57274,6.764,9.681,5.53939271279849
15.645,26.44453,23.5175416988163,8,333.20322,808.39637,29.46,51.405,14.5727220266563
4.773,3.006,26.9326878106529,17,232.26859,794.41154,44.918,88.292,19.5438940879434
279.181,60,5.24137008193602,5,131.00046,788.42,3.172,16.716,1.89834479084752
156.437,3.00506,15.0561527397758,7,141.42078,780.82922,7.394,24.884,3.3944106241311
156.241,130,13.090042877072,9,179.81063,779.79905,5.298,17.945,3.10350467854507
39.985,18.03036,23.939626971523,9,356.534,777.464909,15.527,35.896,13.4946498513195
175.745,73.3,9.30311835122161,5,223.46162,767.78202,1.891,8.547,1.61682608821707
94.586,60,4.35063361372842,1,79.90535,752.26353,0.595,2.777,0.221297448781014
18.248,186.31242,-52.8102831327397,1,613.42363,747.282,-40.154,-66.709,-54.7598804735026
6.394,320.677,5.37264161591111,5,308.66819,746.46185,2.648,3.93,1.62533021613898
52.312,24,6.8412733306285,6,105.64689,745.25907,0.265,3.72,0.395512127078172
51.36,33.05567,10.9397242515181,6,214.81292,732.07186,6.247,14.638,3.25957609277563
183.896,4.5,2.96597332255999,14,24.98008,720.59313,5.084,41.501,1.07900834414006
-500.194,72.12145,8.88121373555358,11,-107.00835,717.06769,6.289,-35.8,4.01375213284527
1125.377,6.01,12.850557043891,8,145.21367,711.78323,1.339,19.503,4.14373207415971
38.857,353.13506,12.5343672077297,7,657.78874,711.35398,1.464,2.342,1.62485911725692
0.015,48.08097,11.0415074598174,8,430.43714,696.5519,0.679,0.922,0.139189915353041
33.646,60.2,10.0889345317724,19,84.98474,695.70052,24.195,54.93,6.23825320699775
-521.766,20,5.50027287599644,6,-37.44575,694.87607,-8.789,79.99,-3.26868789710948
22.413,60,8.97633526015547,4,89.6173,693.21278,11.454,44.09,4.27334673101088
16.175,218.8,26.3388192982774,7,397.29174,677.48762,20.416,34.459,17.2515860880233
37.937,33.01,12.9282129023733,6,185.15456,676.17095,16.124,29.984,6.1150497518416
544.187,19,2.22852195263437,11,15.96518,672.68487,-2.194,-87.399,-2.07430858375037
279.98,24,9.61399139377168,6,103.51531,660.62288,6.504,32.968,3.99144028134745
0.666,65,1.32103901774857,2,83.76437,660.16906,1.824,6.329,0.602928378005476
20.804,3.1,-2.62142430611026,6,177.26736,653.10076,-18.874,-34.164,-7.04896120111363
38.743,60.10121,10.4713700696515,7,312.83966,653.02534,3.448,6.401,2.89565792347354
84.473,156.9,12.8423522726416,11,186.0827,649.7087,1.015,2.433,0.696940028662076
74.277,67.91312,27.0717875887681,9,348.6774,649.359679,5.363,10.959,4.42209564432823
55.285,60,12.5450037585351,3,117.94634,642.08526,11.734,48.186,8.12951694296798
-101.746,61,-25.0049262945102,21,-140.85431,635.163,-55.675,113.334,-25.1331752636725
400.756,105.726,10.3942029494654,2,101.23065,615.97738,2.351,22.215,2.75044515433343
0.049,3.01,12.425926294417,6,204.49621,613.61349,24.86,34.466,8.61488068001895
15.32,191,25.0147746577427,5,529.32504,613.29357,13.218,17.058,11.631798695955
98.209,3.5,6.99857573118869,6,98.98386,612.6983,0.763,4.083,0.347075879061991
211.412,60,96.1266467522103,1,1059.345129,611.19376,7.475,24.549,32.5879583519229
3.957,27.04554,3.11642842160038,1,126.34039,587.57775,2.677,10.329,1.66573019485506
0,59.3,3.40224787230684,3,69.90294,574.91255,1.787,17.687,1.61298618372481
-33.929,63.76738,4.91957659020224,14,-82.86768,569.44738,2.667,-9.255,0.990491869503377
487.438,42,19.2281851539311,3,44.64768,568.60062,0.593,4.722,0.278142503608244
-8.846,19,12.5516772013281,6,-801.21874,568.33815,17.911,-8.526,8.97261955756445
331.258,49,15.661085276208,10,76.46894,567.72463,8.735,47.895,4.89503295364624
563.967,31.0005,6.23244961796831,4,45.3242,565.82847,3.273,27.853,1.74018485347347
190.656,132.5,11.2165317017345,3,143.50728,563.77072,0.52,2,0.214363168249111
233.942,60.1,1.29039234599764,1,52.22238,556.79732,0.564,3.586,0.336411461175855
39.569,3.0052,15.1075478208856,1,180.17683,553.16416,4.198,21.771,5.31853690593404
35.548,21.03542,16.1814213288557,11,164.90169,552.73964,16.719,29.136,6.47611233382863
80.636,9.03,8.15552027013535,5,134.08806,544.36711,6.501,19.646,3.62945145602202
239.402,14.001,27.4548640864509,3,109.46967,540.3058,15.047,65.287,9.11964932048549
623.202,3.1,11.606667625575,5,26.30088,536.37385,3.632,39.851,1.54250994898428
10.923,12.02024,3.18319425200537,8,379.62378,536.24679,1.145,3.279,1.74808480097401
50.37,180,9.54233917686291,5,190.4787,532.22799,2.459,7.467,1.96883670097847
309.104,3.1,9.76316399388738,5,33.84967,532.20807,-1.154,-9.449,-0.664018560516988
1.508,8.0534,17.0202956241289,4,583.00984,525.89415,7.292,8.149,6.77587685658797
90.236,63.0294,9.24992256255787,9,217.14444,516.92919,4.404,9.832,3.17896606309434
3321.498,9.1,8.48459394125207,5,3.99708,503.14653,3.836,229.139,1.82031862566954
199.303,147,3.18230365407635,6,129.08178,500.82998,-4.336,-16.201,-4.19439151582512
36.708,67.15219,13.747826771597,1,110.07712,498.26217,13.373,34.907,5.78394101241923
50.805,3.01006,7.37285403988915,8,101.76531,497.22441,4.324,9.104,1.17618320468217
17.292,4.207,17.3276975059572,9,314.78401,491.56935,18.063,25.56,12.7097956778632
837.279,3.01,5.05736479119586,6,4.13143,486.74008,15.828,494.784,4.16033325007637
19.189,19,2.83978976033327,2,32.94171,479.76399,5.605,32.173,1.65791432809917
639.077,9,15.1402458324447,4,34.24793,479.550839,5.792,60.003,3.02067657275221
32.105,12,36.3092462398702,4,426.80299,478.87303,22.91,33.536,23.0680889545261
33.142,165,21.7164728103853,3,383.18576,478.26496,10.87,16.088,9.84413744214086
167.571,75,-25.1195434225473,5,127.8163,477.6758,-31.374,-146.655,-29.4314993558393
283.735,24,11.1927634945838,3,45.31472,468.7677,7.652,44.308,3.21239283337994
-90.37,3.01,1.09560166524271,3,-54.17634,467.85252,7.464,-6.136,0.710591448775353
41.079,60,7.58755630207162,6,117.35221,464.04598,3.669,16.677,4.2175195656258
159.938,15,14.5867582847956,4,43.0965,461.39471,17.359,77.091,6.08948892636956
440.229,19,7.02143693737044,5,13.96514,457.82566,3.579,77.165,1.76535539751092
913.106,14.1,8.32342093468001,3,19.84502,457.79848,3.019,38.929,1.2554898808305
102.35,61.3,0.0910181220509545,4,43.072,455.90811,-13.358,-41.698,-2.98315158289244
155.941,148.9,10.9460623573883,8,160.72589,455.46744,2.736,10.27,2.59642928592217
564.781,30,6.50927185688472,7,31.57098,448.04887,2.203,19.069,1.22273045795205
823.303,9,9.05165283669182,11,32.32778,440.82138,1.974,58.278,3.22444721651195
263.78,54,15.0427938566193,4,49.58711,437.79999,-2.204,-11.66,-1.00796941544014
-114.367,39.18526,7.16312222970927,7,-27.47829,437.73384,2.405,-21.58,0.913150785874814
197.332,16,22.3984604469595,5,95.30604,432.40342,15.532,67.085,14.7862313392433
138.645,3.01,13.9088247960916,2,121.48408,428.56367,2.532,7.576,1.60786844111168
1373.538,9,4.1415439228012,5,15.25874,428.50614,0.83,18.602,0.352429022370601
220.854,80,14.0007305951255,3,86.49924,426.15599,3.798,15.077,2.26415219277511
149.608,15,21.8211845587723,6,290.01196,422.31685,2.171,7.101,3.9859352808334
424.472,3.006,4.4742109290398,4,36.54539,415.44711,2.199,18.456,1.2176351401265
169.67,66.1,-2.36664934041998,3,90.21529,411.67907,-9.401,-35.948,-5.99265777522587
215.696,9,3.77078993547,2,53.29221,401.75269,1,4.115,0.409406095078044
64.754,30,13.3468804446245,8,133.14603,397.001329,10.793,21.286,2.47529312956065
122.745,24,7.38667571816226,4,26.95518,395.83882,0.569,3.968,-0.114554201631866
36.129,42.07085,-1.86746603611583,5,136.88304,395.13811,-4.725,-9.964,-2.58887961983723
156.746,34,13.8629075730546,4,58.2107,392.42474,9.751,36.609,4.07289305969853
542.857,47.1,15.8307731083224,4,47.33789,386.36578,2.402,19.356,2.37156354788977
71.664,12.02024,19.1577265569665,6,173.40904,379.85645,3.701,6.704,2.29544608232926
235.918,14,2.87210614669903,4,13.66278,377.92301,-0.429,-2.55,-0.106103621475707
25.38,9,26.9167599890692,3,91.01493,373.258,28.875,84.473,15.4485449742537
29.201,18.03036,11.7257934464371,7,309.17313,369.86761,4.012,5.602,3.55375917198572
82.889,100,12.4777201615396,6,107.1817,367.00109,3.187,7.444,1.63063275915611
2127.01,19,2.2802073577332,3,4.53658,360.0348,2.02,72.499,0.913525581416019
5.099,97.6,5.8578811019548,1,104.88282,355.89046,1.434,5.059,1.19017239180842
